fio,admission_year,study_form,ct_score,certificate_score,total_score,specialty,address,phone
Бурова Ульяна Николаевна,2025,Целевая,57,7.0,127.0,Строительство,"клх Чехов, алл. Иванова, д. 6, 792142",83089738135
Авдеев Федосий Игнатьевич,2021,Целевая,46,6.8,114.0,Медицина,"к. Бавлы, бул. Достоевского, д. 3/3 к. 80, 682740",8 (124) 256-3614
Селиван Филатович Соболев,2024,Бюджет,39,8.6,125.0,Лингвистика,"д. Александровск-Сахалинский, пр. Речной, д. 204 стр. 9/5, 045020",+7 (553) 978-1558
Бобылева Элеонора Ефимовна,2021,Платная,26,7.6,102.0,Юриспруденция,"с. Курумкан, ул. Шмидта, д. 4 стр. 317, 596916",+7 584 098 03 06
Маркова Елена Кузьминична,2021,Бюджет,75,8.3,158.0,Лингвистика,"д. Дивногорск, алл. 50 лет Победы, д. 382 к. 36, 511237",89520115108
Дмитриев Каллистрат Евстигнеевич,2022,Целевая,54,7.6,130.0,Юриспруденция,"д. Новгород Великий, алл. Сплавная, д. 7/3 к. 50, 918025",8 787 302 4590
Ксения Ивановна Миронова,2023,Целевая,27,6.7,94.0,Юриспруденция,"д. Саянск, бул. Подлесный, д. 2/7 к. 17, 344438",8 (760) 993-91-70
Рыбаков Никодим Тихонович,2023,Целевая,59,8.7,146.0,Юриспруденция,"п. Тутончаны, ш. 9 Января, д. 1/6 к. 2/1, 356642",8 500 127 61 98
Щербакова Ангелина Ждановна,2022,Целевая,35,6.5,100.0,Информатика и вычислительная техника,"ст. Чегем, алл. Енисейская, д. 8/3 к. 6/4, 015070",+7 (024) 823-3053
Данилова Лора Кузьминична,2021,Платная,67,7.4,141.0,Психология,"клх Шуя, пр. Тукая, д. 5, 819933",81420846323
Марк Августович Зайцев,2024,Целевая,46,8.0,126.0,Журналистика,"д. Лагань, ул. Комсомольская, д. 6 стр. 8/9, 532707",8 (738) 716-49-14
Антонова Евгения Даниловна,2025,Целевая,25,6.6,91.0,Психология,"д. Эльбрус, ш. Олимпийское, д. 4 к. 560, 070207",+7 (062) 259-6077
Гаврила Якубович Макаров,2023,Целевая,43,8.8,131.0,Экономика,"п. Хатанга, пер. Славянский, д. 5/7, 996447",+7 (160) 381-54-25
Раиса Геннадиевна Белоусова,2021,Платная,33,6.7,100.0,Менеджмент,"д. Братск, пр. Таманский, д. 74 к. 2, 049156",8 995 389 2407
Аникита Ануфриевич Беспалов,2023,Платная,52,6.2,114.0,Журналистика,"к. Саянск, пр. Щорса, д. 62 стр. 4, 529451",+7 (670) 793-15-18
Иванов Афиноген Августович,2025,Бюджет,57,8.6,143.0,Строительство,"п. Жиганск, пер. Урожайный, д. 8 к. 1, 371465",8 401 655 8209
Галина Антоновна Журавлева,2021,Целевая,49,6.0,109.0,Медицина,"клх Новгород Великий, бул. 50 лет Октября, д. 3/2, 406591",85640829181
Галкин Михей Эдгарович,2024,Бюджет,50,6.8,118.0,Дизайн,"д. Губкин, наб. Полтавская, д. 399, 390228",+7 (664) 954-2404
Никонов Прокл Феликсович,2021,Бюджет,65,7.7,142.0,Строительство,"клх Верхний Тагил, наб. Зои Космодемьянской, д. 78 стр. 9/4, 757149",+7 (140) 165-1480
Мясников Анатолий Абрамович,2023,Платная,66,8.0,146.0,Менеджмент,"д. Нижнеудинск, алл. Строительная, д. 145 к. 8/2, 901322",8 (833) 386-5029
Кузьма Геннадиевич Белов,2021,Бюджет,12,6.8,80.0,Менеджмент,"п. Юрьев-Польский, алл. Средняя, д. 6 стр. 6/2, 620120",+7 (030) 772-1109
Зыков Селиверст Бориславович,2023,Платная,24,6.7,91.0,Экономика,"клх Подольск, ш. Трудовое, д. 72, 414880",+7 (992) 851-1071
Майя Руслановна Королева,2022,Целевая,40,6.8,108.0,Информатика и вычислительная техника,"г. Терскол, пер. Моховой, д. 20 стр. 96, 711356",+7 (925) 416-6064
Логинов Азарий Викентьевич,2022,Бюджет,62,7.7,139.0,Журналистика,"ст. Новороссийка, ш. Проезжее, д. 3, 258905",89382566735
Эммануил Феликсович Медведев,2023,Целевая,36,8.2,118.0,Информатика и вычислительная техника,"п. Черняховск, бул. Тихий, д. 7 к. 85, 768325",88870727687
Фомичев Добромысл Эдуардович,2021,Бюджет,59,6.6,125.0,Информатика и вычислительная техника,"клх Тулун, алл. Невского, д. 88, 434753",+7 (663) 203-88-49
Щукина Ираида Леоновна,2023,Целевая,39,6.8,107.0,Лингвистика,"г. Нальчик, ул. Короленко, д. 6/5 к. 5, 266100",+7 875 251 90 86
Федоров Пимен Захарьевич,2022,Платная,98,8.1,179.0,Строительство,"г. Губаха, пер. Морозова, д. 36 к. 4, 140384",+7 698 533 4418
Фаина Кирилловна Селезнева,2021,Платная,28,8.4,112.0,Журналистика,"д. Верещагино (Перм.), ул. Станиславского, д. 12 стр. 2/6, 811871",+75203017359
Калинин Доброслав Матвеевич,2025,Платная,50,9.4,144.0,Лингвистика,"д. Североуральск, пр. Азовский, д. 33, 797468",+7 675 905 19 05
Никон Тимурович Кудрявцев,2024,Платная,38,7.4,112.0,Дизайн,"п. Пенза, наб. Социалистическая, д. 5/1, 363303",85105085404
Игнатьева Ольга Ефимовна,2022,Целевая,59,7.3,132.0,Информатика и вычислительная техника,"к. Мокшан, пер. Коммунистический, д. 839 к. 723, 866001",8 (979) 706-99-27
Сидоров Остромир Арсеньевич,2024,Целевая,58,7.7,135.0,Экономика,"клх Сергиев Посад, алл. 8-е Марта, д. 8/5, 716653",8 (751) 291-90-27
Галина Кузьминична Большакова,2024,Целевая,50,5.8,108.0,Дизайн,"д. Шали, алл. Короткая, д. 6 к. 6, 398074",+7 918 343 8059
Владилен Игнатович Николаев,2021,Целевая,59,8.5,144.0,Медицина,"клх Северодвинск, алл. Гайдара, д. 116 к. 27, 113376",85872886861
Карп Тихонович Казаков,2021,Целевая,51,7.8,129.0,Менеджмент,"к. Королев, бул. Пригородный, д. 604 к. 8/7, 789565",8 (626) 076-09-68
Моисеева Нинель Аркадьевна,2025,Целевая,81,6.0,141.0,Дизайн,"к. Верхотурье, ул. Депутатская, д. 3/5 стр. 5/9, 723703",8 655 006 69 96
Дементьев Стоян Игнатович,2023,Бюджет,57,6.8,125.0,Экономика,"ст. Черемхово, наб. Звездная, д. 6/3, 179635",+7 895 334 3628
Гремислав Абрамович Архипов,2022,Платная,66,7.8,144.0,Дизайн,"с. Ейск, наб. Декабристов, д. 638 стр. 43, 162432",+70910832876
Регина Семеновна Селиверстова,2023,Бюджет,41,5.8,99.0,Психология,"ст. Междуреченский, пр. Студенческий, д. 82 стр. 902, 999176",+70388846309
Татьяна Робертовна Киселева,2022,Платная,69,7.7,146.0,Менеджмент,"п. Домодедово, алл. Титова, д. 87 стр. 3, 039640",81606172985
Муравьев Станимир Фролович,2022,Бюджет,22,7.7,99.0,Информатика и вычислительная техника,"клх Городовиковск, наб. Техническая, д. 358 к. 1/1, 061716",+7 (109) 460-95-95
Василиса Михайловна Фролова,2024,Бюджет,59,7.8,137.0,Лингвистика,"клх Юрьев-Польский, ш. Горького, д. 75, 851844",89644043619
Емельянова Ольга Яковлевна,2024,Целевая,37,6.5,102.0,Медицина,"п. Ногинск (Моск.), пер. Производственный, д. 4 к. 3, 951978",8 (534) 660-45-58
Жанна Павловна Киселева,2022,Целевая,46,8.2,128.0,Строительство,"п. Зарайск, ш. Таманское, д. 9, 001881",82295158482
Дорофеев Касьян Власович,2024,Целевая,42,7.4,116.0,Экономика,"к. Благовещенск (Амур.), алл. Ушакова, д. 8/4, 017899",+7 (492) 309-23-27
Абрамова Таисия Николаевна,2021,Платная,30,8.0,110.0,Психология,"г. Заводоуковск, наб. Курская, д. 2 стр. 4, 401056",+7 870 977 5000
Мартынова Дарья Никифоровна,2022,Целевая,89,6.8,157.0,Дизайн,"клх Двинской, ш. Зои Космодемьянской, д. 6/2 стр. 67, 681424",+7 (787) 485-5555
Третьякова Регина Кирилловна,2024,Бюджет,65,7.0,135.0,Медицина,"п. Моршанск, алл. 8 Марта, д. 557 к. 446, 075306",8 (216) 131-6956
Алевтина Игоревна Бурова,2021,Целевая,27,6.5,92.0,Лингвистика,"к. Шарья, пр. Братский, д. 4 к. 1, 318509",8 (461) 614-5728
Бажен Ярославович Журавлев,2022,Целевая,59,7.5,134.0,Юриспруденция,"с. Екатеринбург, пр. Снежный, д. 65 к. 40, 000325",86671276457
Костина Раиса Петровна,2021,Бюджет,35,5.8,93.0,Юриспруденция,"г. Кырен, пр. Карьерный, д. 9/2, 013794",+7 267 499 08 77
Некрасова Зинаида Степановна,2022,Платная,53,5.8,111.0,Информатика и вычислительная техника,"к. Старый Оскол, пер. Мичурина, д. 784 к. 27, 193938",+7 091 070 68 21
Васильев Севастьян Бенедиктович,2021,Бюджет,63,7.7,140.0,Дизайн,"д. Хужир, ш. Курчатова, д. 2 к. 36, 122684",8 045 995 9699
Лавр Ефремович Лукин,2022,Платная,30,7.1,101.0,Строительство,"к. Ноглики, наб. Парковая, д. 17, 103821",+7 821 560 3443
